,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Cordyceps javanica 2,GCA_006981985.1,GCA_030777765.1,GCA_030785045.1,GCA_030772775.1,GCA_000739145.1,GCA_030512305.1,GCA_030573355.1,GCA_001706785.1,GCA_044509515.1
Cordyceps javanica 3,GCA_030777765.1,GCA_030777825.1,GCA_000225605.1,GCA_032354535.1,GCA_009298915.1,GCA_009801365.1,GCA_047728515.1,,GCA_023334315.1
Cordyceps javanica 4,GCA_030777825.1,GCA_030778025.1,GCA_030789605.1,GCA_030783805.1,GCA_019054775.1,GCA_005222925.1,GCA_001671865.1,GCA_001265065.1,GCA_011320135.1
Cordyceps javanica 5,GCA_030778025.1,GCA_030778125.1,GCA_000225605.1,GCA_030787015.1,GCA_011036705.1,GCA_022495055.1,GCA_000223465.1,GCA_023647555.1,GCA_024679075.1
Cordyceps javanica 6,GCA_030778125.1,GCA_030778185.1,GCA_030411435.1,GCA_032354495.1,GCA_021019095.1,GCA_009802075.1,GCA_003184365.1,GCA_027575765.1,GCA_001950915.1
Cordyceps javanica 7,GCA_030778185.1,GCA_030778445.1,GCA_030783945.1,GCA_030772855.1,GCA_016163965.1,GCA_001675615.1,GCA_000315645.2,GCA_038094675.1,GCA_023337875.1
Cordyceps javanica 8,GCA_030778445.1,GCA_030780045.1,GCA_047651725.1,GCA_030782165.1,GCA_044646215.1,GCA_011037845.1,GCA_003691035.1,GCA_031841465.1,GCA_023336175.1
Cordyceps javanica 9,GCA_030780045.1,GCA_030780105.1,GCA_002591385.1,GCA_032353995.1,GCA_020736895.1,GCA_026319125.1,GCA_011075025.1,GCA_024243795.1,GCA_023336445.1
Exophiala xenobiotica 0,GCA_000798695.1,GCA_000835505.1,GCA_028026235.1,GCA_000835455.1,GCA_046718315.1,GCA_020501075.1,GCA_030582415.1,GCA_027579605.1,GCA_001933335.1
Exophiala xenobiotica 1,GCA_000835505.1,GCA_030142925.1,GCA_028026945.1,GCA_001651985.1,GCA_015295695.1,GCA_027569495.1,GCA_027480185.1,GCA_034769205.1,GCA_023334195.1
Exophiala xenobiotica 2,GCA_030142925.1,GCA_035928205.1,GCA_010882955.1,GCA_015295605.1,GCA_001299255.1,GCA_000812245.1,GCA_024713665.1,GCA_019908695.1,
Exophiala xenobiotica 3,GCA_035928205.1,GCA_035928245.1,GCA_028026245.1,GCA_016110135.1,GCA_017656005.1,GCA_037041815.1,,GCA_019970565.1,GCA_042082905.1
Exophiala xenobiotica 4,GCA_035928245.1,GCA_035928305.1,GCA_035927145.1,GCA_016109495.1,GCA_003709865.1,GCA_042609265.1,GCA_003693185.1,GCA_003614675.1,GCA_038051075.1
Exophiala xenobiotica 5,GCA_035928305.1,GCA_035928425.1,GCA_028027445.1,GCA_029293605.1,GCA_035926885.1,GCA_027569495.1,GCA_013758875.1,GCA_023628235.1,GCA_042082825.1
Exophiala xenobiotica 6,GCA_035928425.1,GCA_035928445.1,GCA_028027665.1,GCA_016110135.1,GCA_030247855.2,GCA_025769175.1,GCA_902806595.1,GCA_019627725.1,GCA_018691715.1
Exophiala xenobiotica 7,GCA_035928445.1,GCA_035928465.1,GCA_035928255.1,GCA_016109975.1,GCA_015295635.1,GCA_047715895.1,GCA_017140655.1,GCA_027571585.1,GCA_011800735.1
Exophiala xenobiotica 8,GCA_035928465.1,GCA_035928485.1,GCA_010883475.1,GCA_020310725.1,GCA_003709845.1,GCA_027569585.1,GCA_009861465.1,GCA_000517465.1,GCA_038051225.1
Exophiala xenobiotica 9,GCA_035928485.1,GCA_035928505.1,GCA_028028245.1,GCA_016110055.1,GCA_003709845.1,GCA_009684935.1,GCA_947370645.1,GCA_041684135.1,GCA_012295175.1
Saccharomyces eubayanus 0,GCA_001298625.1,GCA_001515405.2,GCA_949124725.1,GCA_949129465.1,,GCA_047495715.1,GCA_019925385.1,GCA_003942205.1,GCA_042082505.1
Saccharomyces eubayanus 1,GCA_001515405.2,GCA_003327605.1,,GCA_030580375.1,,GCA_031125585.1,GCA_035926115.1,GCA_910591825.1,GCA_023335895.1
Saccharomyces eubayanus 2,GCA_003327605.1,GCA_013181345.1,GCA_947345085.1,GCA_048414135.1,,GCA_026545305.1,GCA_020578105.1,GCA_018282005.1,GCA_024867545.1
Saccharomyces eubayanus 3,GCA_013181345.1,GCA_015353015.1,GCA_024267865.1,GCA_048413135.1,,GCA_030564765.1,GCA_032694655.1,GCA_023630015.1,GCA_000318465.3
Saccharomyces eubayanus 4,GCA_015353015.1,GCA_015353045.1,GCA_947345285.1,GCA_030570635.1,,GCA_001661405.1,GCA_042931815.1,GCA_023630435.1,GCA_023336345.1
Saccharomyces eubayanus 5,GCA_015353045.1,GCA_918246195.1,GCA_021403605.1,GCA_048414035.1,,GCA_031126325.1,GCA_025217125.1,GCA_000697495.1,GCA_014706125.1
Saccharomyces eubayanus 6,GCA_918246195.1,GCA_918265445.1,GCA_918252685.1,GCA_949129455.1,,GCA_020280145.1,GCA_000743335.1,GCA_038090095.1,GCA_030374165.1
Saccharomyces eubayanus 7,GCA_918265445.1,GCA_918265725.1,GCA_003272405.1,GCA_012851095.1,,GCA_031125485.1,GCA_964256995.1,GCA_001264625.1,GCA_016864735.1
Saccharomyces eubayanus 8,GCA_918265725.1,GCA_918271895.1,GCA_003276745.1,GCA_949130115.1,,GCA_031125595.1,GCA_023626695.1,GCA_041722375.1,GCA_031305395.1
Saccharomyces eubayanus 9,GCA_918271895.1,GCA_918298305.1,GCA_017868925.1,GCA_016584275.1,,GCA_030578595.1,GCA_003016335.1,GCA_038091435.1,GCA_001314375.1
Rhizophagus irregularis 0,GCA_001593125.1,GCA_001593135.2,GCA_019425655.1,GCA_910592005.1,,,GCA_024140565.1,GCA_038092275.1,GCA_014706105.1
Rhizophagus irregularis 1,GCA_001593135.2,GCA_001593145.1,GCA_021464375.1,GCA_946475005.1,,GCA_958301855.1,GCA_025504485.1,GCA_029531965.1,GCA_000785735.3
Rhizophagus irregularis 2,GCA_001593145.1,GCA_001593155.1,GCA_003549995.1,GCA_003833135.1,,GCA_958450015.1,GCA_025330725.1,GCA_905359485.1,GCA_008080845.1
Rhizophagus irregularis 3,GCA_001593155.1,GCA_001593205.1,GCA_021464405.1,GCA_003550305.1,,GCA_958449955.1,GCA_011763895.1,GCA_009805625.1,GCA_003546565.1
Rhizophagus irregularis 4,GCA_001593205.1,GCA_003833045.1,GCA_003203555.1,GCA_946474995.1,,GCA_910591925.1,GCA_000697495.1,GCA_963921855.1,GCA_000325885.1
Rhizophagus irregularis 5,GCA_003833045.1,GCA_003833115.1,GCA_021464375.1,GCA_946474995.1,,GCA_958449845.1,GCA_023630335.1,GCA_003015465.1,GCA_030279015.1
Rhizophagus irregularis 6,GCA_003833115.1,GCA_008973605.1,GCA_003203555.1,GCA_003550305.1,,GCA_958301835.1,GCA_011763955.1,GCA_037974965.1,GCA_000338795.2
Penicillium nalgiovense 0,GCA_911456355.1,GCA_002072425.1,GCA_028828895.1,GCA_023620255.1,GCA_011320185.1,GCA_014964245.1,GCA_030566025.1,GCA_004918645.1,GCA_046861845.1
Penicillium nalgiovense 1,GCA_002072425.1,GCA_911174845.1,GCA_028829765.1,GCA_003967715.1,GCA_030061015.1,GCA_022830845.1,GCA_013186815.1,,GCA_023336345.1
Penicillium nalgiovense 2,GCA_911174845.1,GCA_911174865.1,GCA_023624295.1,GCA_024666645.1,GCA_025768105.1,GCA_024244195.1,GCA_044646975.1,GCA_029719445.1,GCA_016864795.1
Penicillium nalgiovense 3,GCA_911174865.1,GCA_911174875.1,GCA_027569435.1,GCA_042931755.1,GCA_023626035.1,GCA_000313325.1,GCA_043790985.1,GCA_011800875.2,GCA_000785725.3
Penicillium nalgiovense 4,GCA_911174875.1,GCA_911174885.1,GCA_037042235.1,GCA_003953585.1,GCA_009650675.1,GCA_046718275.1,GCA_002893735.1,GCA_015852375.1,GCA_016864695.1
Penicillium nalgiovense 5,GCA_911174885.1,GCA_911174895.1,GCA_001307865.1,GCA_949125185.1,GCA_023625995.1,GCA_021030905.1,GCA_014705545.1,GCA_010065405.1,GCA_000173235.2
Penicillium nalgiovense 6,GCA_911174895.1,GCA_911174915.1,GCA_028827155.1,GCA_009761105.1,GCA_033443225.1,GCA_000616945.1,GCA_046250365.1,GCA_037041355.1,GCA_001707905.2
Penicillium nalgiovense 7,GCA_911174915.1,GCA_911174935.1,GCA_023141145.1,GCA_022023705.1,GCA_043882585.1,GCA_028024355.1,GCA_003015815.2,GCA_037041355.1,GCA_009733085.1
Penicillium nalgiovense 8,GCA_911174935.1,GCA_911174975.1,GCA_002116305.1,GCA_020502605.1,GCA_023626035.1,GCA_042919335.1,GCA_028028555.1,GCA_000507065.1,GCA_023334305.1
Penicillium nalgiovense 9,GCA_911174975.1,GCA_911174985.1,GCA_023624715.1,GCA_015333565.1,GCA_019804575.2,GCA_021853525.1,GCA_014849305.1,GCA_001302255.2,GCA_038050575.1
Neurospora sp. CHS-2018c 0,GCA_009801205.1,GCA_009801215.1,GCA_009804795.1,GCA_008692325.1,GCA_033296695.1,GCA_003426235.1,GCA_003277375.1,GCA_900519155.1,GCA_023336125.1
Neurospora sp. CHS-2018c 1,GCA_009801215.1,GCA_009801225.1,GCA_009802755.1,GCA_020800285.1,GCA_033575675.1,GCA_011035205.1,GCA_037179285.1,GCA_023748765.1,GCA_900312765.1
Neurospora sp. CHS-2018c 2,GCA_009801225.1,GCA_009801265.1,GCA_037102815.1,,GCA_000143365.1,GCA_029298955.1,GCA_002927005.1,GCA_022605425.2,
Neurospora sp. CHS-2018c 3,GCA_009801265.1,GCA_009801275.1,GCA_009802915.1,,GCA_033296635.1,GCA_012978505.1,GCA_020500905.1,,GCA_030279065.1
Neurospora sp. CHS-2018c 4,GCA_009801275.1,GCA_009801285.1,GCA_048986885.1,,GCA_004802645.1,GCA_036169675.1,GCA_011750695.1,GCA_041722035.1,GCA_030374175.1
Neurospora sp. CHS-2018c 5,GCA_009801285.1,GCA_009801335.1,GCA_009803945.1,GCA_008692325.1,GCA_009861565.1,GCA_023242295.1,GCA_024668875.1,GCA_958449905.1,GCA_023337495.1
Neurospora sp. CHS-2018c 6,GCA_009801335.1,GCA_009801365.1,GCA_009805115.1,GCA_033297205.1,GCA_030411725.1,GCA_943193705.1,GCA_035078935.1,GCA_004801975.1,GCA_030267725.1
Neurospora sp. CHS-2018c 7,GCA_009801365.1,GCA_009801375.1,GCA_958432465.1,GCA_033297205.1,GCA_023628675.1,GCA_043252985.1,GCA_020501175.1,GCA_043251745.1,GCA_000509485.1
Neurospora sp. CHS-2018c 8,GCA_009801375.1,GCA_009801505.1,GCA_009805365.1,GCA_030685235.1,GCA_030512305.1,GCA_049355405.1,GCA_028408395.1,GCA_011952145.2,
Neurospora sp. CHS-2018c 9,GCA_009801505.1,GCA_009801535.1,GCA_009802545.1,,GCA_033297405.1,GCA_030782225.1,GCA_014964245.1,GCA_019627745.1,GCA_001278165.1
Entrophospora sp. SA101 0,GCA_921293635.1,GCA_958301875.1,,,,GCA_020716725.1,GCA_010203745.1,GCA_951640215.1,GCA_042082505.1
Entrophospora sp. SA101 1,GCA_958301875.1,GCA_958301905.1,,,,,GCA_015679425.1,GCA_030569715.1,GCA_018691715.1
Entrophospora sp. SA101 2,GCA_958301905.1,GCA_958301925.1,,,,GCA_003833135.1,GCA_000697235.1,GCA_964056975.1,GCA_038051025.1
Entrophospora sp. SA101 3,GCA_958301925.1,GCA_958301935.1,GCA_958450305.1,,,GCA_002897155.2,GCA_024140375.1,GCA_044646215.1,GCA_023335675.1
Entrophospora sp. SA101 4,GCA_958301935.1,GCA_958305055.1,GCA_958449955.1,,,GCA_020716745.1,GCA_041956525.1,GCA_002778035.1,GCA_000443045.1
Entrophospora sp. SA101 5,GCA_958305055.1,GCA_958305195.1,GCA_958449815.1,,,GCA_009809945.1,GCA_033807475.1,GCA_014706205.1,GCA_000686205.4
Entrophospora sp. SA101 6,GCA_958305195.1,GCA_958305575.1,,,,GCA_001593205.1,GCA_011801575.2,GCA_000500775.1,GCA_002081965.1
Entrophospora sp. SA101 7,GCA_958305575.1,GCA_958430815.1,GCA_958449955.1,,,GCA_003833115.1,GCA_000696895.1,GCA_900178425.1,GCA_023334275.1
Entrophospora sp. SA101 8,GCA_958430815.1,GCA_958430865.1,GCA_958450265.1,,,GCA_003550325.1,GCA_024139485.1,GCA_020501135.1,GCA_033558005.1
Entrophospora sp. SA101 9,GCA_958430865.1,GCA_958431285.1,GCA_958450155.1,,,GCA_002897155.2,GCA_011762635.1,GCA_021403725.1,GCA_038048875.1
Sclerotinia sclerotiorum 0,GCA_019022465.1,GCA_025389095.1,GCA_025389085.1,GCA_040571525.1,GCA_014282315.1,GCA_024752435.1,GCA_027406185.1,GCA_028828615.1,GCA_002288995.1
Sclerotinia sclerotiorum 1,GCA_025389095.1,GCA_025594185.1,GCA_029531795.1,GCA_015149605.1,,GCA_000750735.1,GCA_024673995.1,GCA_040804205.1,GCA_023336175.1
Sclerotinia sclerotiorum 2,GCA_025594185.1,,GCA_029034665.1,GCA_015149615.1,GCA_003988965.1,GCA_000184105.1,GCA_023085065.1,GCA_902501445.1,
Saccharomyces pastorianus 0,GCA_011022315.1,GCA_000805465.1,GCA_003276245.1,GCA_045514285.1,,GCA_037041065.1,GCA_026401215.1,GCA_043381075.1,GCA_012656075.1
Saccharomyces pastorianus 1,GCA_000805465.1,GCA_001483335.1,GCA_947344705.1,GCA_931301785.1,,GCA_037041675.1,GCA_002018255.1,GCA_048537365.1,GCA_044509515.1
Saccharomyces pastorianus 2,GCA_001483335.1,GCA_001483345.1,GCA_017868975.1,GCA_949129505.1,,GCA_003705275.1,GCA_000222875.2,GCA_001632355.1,GCA_023334575.1
Saccharomyces pastorianus 3,GCA_001483345.1,GCA_001515465.2,GCA_029991855.1,GCA_030570635.1,,GCA_030462915.1,GCA_024761155.1,GCA_025782845.1,GCA_008553785.1
Saccharomyces pastorianus 4,GCA_001515465.2,GCA_001640265.1,GCA_017869745.1,GCA_030564085.1,,GCA_029581785.1,GCA_047716935.1,GCA_002217545.1,GCA_023337825.1
Saccharomyces pastorianus 5,GCA_001640265.1,GCA_003004515.1,GCA_001737745.2,GCA_020797225.1,,GCA_030564005.1,GCA_043175415.1,GCA_023512895.1,GCA_038051175.1
Saccharomyces pastorianus 6,GCA_003004515.1,GCA_013179775.1,GCA_001671405.1,GCA_048414275.1,,GCA_030567115.1,GCA_019775475.1,GCA_902728275.1,GCA_000333055.2
Saccharomyces pastorianus 7,GCA_013179775.1,GCA_013179845.1,GCA_017866955.1,GCA_048413915.1,,GCA_000313485.1,GCA_964255955.1,GCA_015501055.1,GCA_000751395.2
Saccharomyces pastorianus 8,GCA_013179845.1,GCA_013180355.1,GCA_001740655.1,GCA_949129475.1,,GCA_019649515.1,GCA_009802275.1,GCA_000385855.2,GCA_947650285.1
Saccharomyces pastorianus 9,GCA_013180355.1,GCA_013180645.1,GCA_003270565.1,GCA_048412835.1,,GCA_030574735.1,GCA_021397555.1,GCA_011763715.1,
Phytophthora ramorum 0,GCA_000149735.1,GCA_000336535.2,GCA_001314445.1,GCA_001712635.2,GCA_023334545.1,GCA_023334015.1,,,GCA_030556705.1
Phytophthora ramorum 1,GCA_000336535.2,GCA_000340395.2,,GCA_004359215.2,GCA_023334545.1,GCA_009835205.1,,,GCA_022560015.1
Phytophthora ramorum 2,GCA_000340395.2,GCA_001278135.1,GCA_000365545.1,GCA_920940705.1,GCA_023334545.1,GCA_038051295.1,,,GCA_047840485.1
Phytophthora ramorum 3,GCA_001278135.1,GCA_001278145.1,,GCA_001887855.2,GCA_023334545.1,GCA_037965455.1,,,GCA_030570935.1
Phytophthora ramorum 4,GCA_001278145.1,GCA_001278155.1,GCA_000365525.1,GCA_002099245.1,GCA_023334545.1,GCA_002980425.1,,,GCA_018153875.1
Phytophthora ramorum 5,GCA_001278155.1,GCA_001278165.1,GCA_011316315.1,,GCA_023334545.1,GCA_038048945.1,,,GCA_030570895.1
Phytophthora ramorum 6,GCA_001278165.1,GCA_001278215.1,GCA_001314925.1,GCA_001887855.2,GCA_023334545.1,GCA_001600495.1,,,GCA_001006365.1
Phytophthora ramorum 7,GCA_001278215.1,GCA_001278225.1,GCA_016865085.1,,GCA_023334545.1,GCA_027925865.1,,,GCA_016166045.1
Phytophthora ramorum 8,GCA_001278225.1,GCA_001278235.1,GCA_022496125.1,,GCA_023334545.1,GCA_003546605.1,,,GCA_004917385.1
Phytophthora ramorum 9,GCA_001278235.1,GCA_001933315.1,,GCA_003640465.1,GCA_023334545.1,GCA_000387505.2,,,GCA_000737485.2
Rhodotorula toruloides 0,GCA_000988805.1,GCA_000988875.2,GCA_019189785.1,GCA_037042985.1,,GCA_900015425.1,GCA_040804925.1,GCA_023646125.1,GCA_030279125.1
Rhodotorula toruloides 1,GCA_000988875.2,GCA_001255795.1,GCA_019190635.1,GCA_034387635.1,,GCA_033819885.1,GCA_019143355.1,GCA_030580495.1,GCA_023338125.1
Rhodotorula toruloides 2,GCA_001255795.1,,GCA_019189545.1,GCA_022817875.1,,GCA_002917775.1,GCA_040822045.1,GCA_033816765.1,GCA_001314925.1
Rhodotorula toruloides 4,GCA_001542265.1,GCA_001542305.1,GCA_041430375.1,GCA_046118745.1,,GCA_022702625.1,GCA_003316065.1,GCA_001890125.1,GCA_016864695.1
Rhodotorula toruloides 5,GCA_001542305.1,GCA_001600115.1,GCA_019190795.1,GCA_016617785.1,,GCA_900011195.1,GCA_016758755.1,GCA_023012885.1,GCA_001314435.1
Rhodotorula toruloides 6,GCA_001600115.1,GCA_001600135.1,GCA_013036445.1,GCA_010758995.1,,GCA_003665835.1,GCA_018154395.1,GCA_949123545.1,GCA_947646735.1
Rhodotorula toruloides 7,GCA_001600135.1,GCA_001600155.1,GCA_024713535.1,GCA_037042985.1,,GCA_033819875.1,GCA_041721835.1,GCA_963379335.1,GCA_023334015.1
Rhodotorula toruloides 8,GCA_001600155.1,GCA_001600215.1,GCA_019802915.1,GCA_039545255.1,,GCA_001244265.2,GCA_016758785.1,GCA_012851165.1,GCA_023336285.1
Rhodotorula toruloides 9,GCA_001600215.1,GCA_003234015.1,GCA_013036615.1,GCA_029299915.1,,GCA_900016725.1,GCA_004802725.1,GCA_015533775.1,GCA_023336215.1
Phyllosticta citricarpa 0,GCA_038025095.1,GCA_001604955.1,GCA_009193405.1,,GCA_047665475.1,GCA_005212705.1,GCA_029302195.1,GCA_040804335.1,GCA_012932265.1
Phyllosticta citricarpa 1,GCA_001604955.1,GCA_006984745.1,GCA_038381175.1,,GCA_001717445.1,GCA_019775405.1,GCA_000773925.1,GCA_024244025.1,GCA_023334245.1
Phyllosticta citricarpa 2,GCA_006984745.1,GCA_018990085.1,GCA_038021145.1,,GCA_021436965.2,GCA_025558015.1,GCA_023618995.1,GCA_000192795.1,GCA_014706135.1
Phyllosticta citricarpa 3,GCA_018990085.1,GCA_018990095.1,GCA_038380855.1,,GCA_047729175.1,GCA_021613345.1,GCA_009556855.1,GCA_024663515.1,GCA_030279015.1
Phyllosticta citricarpa 4,GCA_018990095.1,GCA_018990155.1,GCA_038380855.1,,,GCA_048937355.1,GCA_015344855.1,GCA_035220585.1,GCA_000313105.1
Phyllosticta citricarpa 5,GCA_018990155.1,GCA_018991845.1,GCA_038381095.1,,GCA_048569085.1,GCA_017766145.1,GCA_002893735.1,GCA_902501295.1,GCA_038051025.1
Phyllosticta citricarpa 6,GCA_018991845.1,GCA_018991875.1,GCA_038021125.1,,GCA_021436945.2,GCA_016097305.1,GCA_030674765.1,GCA_003314355.1,GCA_012295475.1
Phyllosticta citricarpa 7,GCA_018991875.1,GCA_018991885.1,GCA_009193405.1,,GCA_047728515.1,GCA_022344905.1,GCA_000976725.3,GCA_027579235.1,GCA_016865055.1
Phyllosticta citricarpa 8,GCA_018991885.1,GCA_018991915.1,GCA_038381135.1,,GCA_023088325.1,GCA_010094025.1,GCA_030557055.1,GCA_040804315.1,GCA_016880985.1
Phyllosticta citricarpa 9,GCA_018991915.1,GCA_018992025.1,GCA_038380875.1,,GCA_047669875.1,GCA_020569685.1,GCA_964255935.1,GCA_024243895.1,GCA_002933675.1
Saccharomyces kudriavzevii 0,GCA_003327635.1,GCA_900682665.1,GCA_001671055.1,GCA_000968835.1,,GCA_018343995.1,GCA_009803505.1,GCA_000950635.1,GCA_002025925.1
Saccharomyces kudriavzevii 1,GCA_900682665.1,GCA_900682695.1,GCA_009666385.1,,,GCA_031125705.1,GCA_030568515.1,GCA_038089755.1,GCA_020976625.1
Saccharomyces kudriavzevii 2,GCA_900682695.1,GCA_918252685.1,,GCA_020797325.1,,GCA_001936155.1,GCA_029962645.1,GCA_023628035.1,GCA_023337825.1
Saccharomyces kudriavzevii 3,GCA_918252685.1,GCA_918282095.1,GCA_017865995.1,GCA_049307425.1,,GCA_030570655.1,GCA_027945515.1,GCA_033032785.1,GCA_001278235.1
Saccharomyces kudriavzevii 4,GCA_918282095.1,GCA_000256055.1,GCA_949124435.1,GCA_030571715.1,,GCA_030578595.1,GCA_911175105.1,GCA_001970865.1,GCA_042082445.1
Saccharomyces kudriavzevii 5,GCA_000256055.1,,,GCA_044645935.1,,GCA_030569715.1,GCA_030781585.1,GCA_039545315.1,GCA_001314455.1
Saccharomyces kudriavzevii 9,GCA_000256865.1,GCA_000256825.1,GCA_017866565.1,GCA_048413775.1,,GCA_030674255.1,GCA_020466355.1,GCA_026538345.1,GCA_001950875.1
Aspergillus latus 0,GCA_041684185.1,GCA_013305935.1,GCA_020501145.1,GCA_015585755.1,GCA_023626395.1,GCA_046867035.1,GCA_000977865.2,GCA_038091155.1,GCA_002812785.1
Aspergillus latus 1,GCA_013305935.1,GCA_013305975.1,GCA_009687705.1,GCA_911174985.1,GCA_029606125.1,GCA_028025295.1,GCA_009298935.1,GCA_958450305.1,GCA_001950935.1
Aspergillus latus 2,GCA_013305975.1,GCA_013305995.1,GCA_042608895.1,GCA_025768585.1,GCA_037041375.1,GCA_001713645.1,GCA_047727875.1,GCA_001632445.1,
Aspergillus latus 3,GCA_013305995.1,GCA_013306175.1,GCA_024669875.1,GCA_019189355.1,GCA_041956645.1,GCA_025434005.1,GCA_949124825.1,GCA_031841035.1,GCA_032161705.1
Aspergillus latus 4,GCA_013306175.1,GCA_013306195.1,GCA_020500445.1,GCA_025585095.1,GCA_019804575.2,GCA_001642475.1,,GCA_029542765.1,GCA_038050775.1
Aspergillus latus 5,GCA_013306195.1,GCA_013306215.1,GCA_020502035.1,GCA_037356155.1,GCA_037040795.1,GCA_023065815.1,GCA_038406785.1,GCA_011801505.2,GCA_001950875.1
Aspergillus latus 6,GCA_013306215.1,GCA_013306895.1,GCA_045785125.1,GCA_023065465.1,GCA_015266405.1,GCA_022830995.1,GCA_022813885.1,GCA_902501415.1,GCA_023334575.1
Aspergillus latus 7,GCA_013306895.1,GCA_041682755.1,GCA_044706995.1,GCA_023624775.1,GCA_038993655.2,GCA_000616765.1,GCA_030772595.1,GCA_018221615.1,GCA_000338795.2
Aspergillus latus 8,GCA_041682755.1,GCA_041682775.1,GCA_023137765.1,GCA_022813305.1,GCA_023625975.1,GCA_000585515.1,GCA_014235955.1,GCA_041722275.1,GCA_013122855.1
Aspergillus latus 9,GCA_041682775.1,GCA_041682785.1,GCA_020503245.1,GCA_911174965.1,GCA_000497085.1,GCA_964255605.1,GCA_008704605.1,GCA_951394315.1,GCA_920618645.1
Penicillium citrinum 0,GCA_001399475.1,GCA_001950535.1,GCA_920106075.1,GCA_025738265.1,GCA_030062345.1,GCA_002917005.1,GCA_026119365.1,GCA_019970585.1,GCA_001314345.1
Penicillium citrinum 1,GCA_001950535.1,GCA_019191195.1,GCA_012295545.2,GCA_025766235.1,GCA_041956765.1,GCA_003206785.1,GCA_964300345.1,GCA_025201705.1,GCA_001314345.1
Penicillium citrinum 2,GCA_019191195.1,GCA_020284165.1,GCA_023141165.1,GCA_041682755.1,GCA_042258045.1,GCA_025434005.1,GCA_029169085.1,GCA_025502685.1,GCA_022836835.1
Penicillium citrinum 3,GCA_020284165.1,GCA_023624595.1,GCA_911175165.1,GCA_023134265.1,GCA_043882635.1,GCA_014964245.1,GCA_001737535.2,GCA_027577535.1,GCA_000387505.2
Penicillium citrinum 4,GCA_023624595.1,GCA_023624655.1,GCA_028827255.1,GCA_020615375.1,GCA_040333115.2,GCA_028025565.1,GCA_004014915.1,GCA_027578995.1,GCA_001600495.1
Penicillium citrinum 5,GCA_023624655.1,GCA_023624675.1,GCA_026401425.1,GCA_023619795.1,GCA_029606265.1,GCA_000150115.1,GCA_001670145.1,GCA_022598655.1,GCA_000764265.1
Penicillium citrinum 6,GCA_023624675.1,GCA_025531905.1,GCA_012295545.2,GCA_020499075.1,GCA_001907595.1,GCA_028027435.1,GCA_021018955.2,GCA_027579355.1,GCA_038050925.1
Penicillium citrinum 7,GCA_025531905.1,GCA_025768325.1,GCA_015586265.1,GCA_011075025.1,GCA_043882735.1,GCA_032988205.1,GCA_019055345.1,GCA_025201845.1,GCA_002968915.1
Penicillium citrinum 8,GCA_025768325.1,GCA_025768355.1,GCA_019191055.1,GCA_020500215.1,GCA_001599835.1,GCA_035930245.1,GCA_043256625.1,GCA_029320655.1,GCA_023334975.1
Penicillium citrinum 9,GCA_025768355.1,GCA_025768385.1,GCA_000710275.1,GCA_028505865.1,GCA_019022425.1,GCA_022832085.1,GCA_030574045.1,GCA_001302255.2,
Phytophthora cactorum 0,GCA_016864655.1,GCA_002081965.1,GCA_024679075.1,GCA_947650345.1,GCA_023334545.1,GCA_021527685.1,,,GCA_014324745.1
Phytophthora cactorum 1,GCA_002081965.1,GCA_003287315.1,GCA_042082865.1,GCA_947650345.1,GCA_023334545.1,GCA_000961115.1,,,GCA_003987915.1
Phytophthora cactorum 2,GCA_003287315.1,,GCA_042082685.1,GCA_001414265.1,GCA_023334545.1,GCA_023336295.1,,,GCA_963555575.2
Phytophthora cactorum 4,GCA_016864635.1,GCA_016864665.1,GCA_030279085.1,,GCA_023334545.1,GCA_023336175.1,,,GCA_003706635.2
Phytophthora cactorum 5,GCA_016864665.1,GCA_016864695.1,,GCA_920618645.1,GCA_023334545.1,GCA_038050845.1,,,GCA_024610255.1
Phytophthora cactorum 6,GCA_016864695.1,GCA_016864715.1,GCA_011320135.1,GCA_002245735.1,GCA_023334545.1,GCA_023091665.1,,,GCA_019925055.1
Phytophthora cactorum 7,GCA_016864715.1,GCA_016864735.1,GCA_002288995.1,GCA_001712635.2,GCA_023334545.1,GCA_003546625.1,,,GCA_001899475.2
Phytophthora cactorum 8,GCA_016864735.1,GCA_016864755.1,GCA_042083055.1,GCA_001695595.3,GCA_023334545.1,GCA_023338025.1,,,GCA_004335145.1
Phytophthora cactorum 9,GCA_016864755.1,GCA_016864775.1,GCA_001314375.1,GCA_001974925.1,GCA_023334545.1,GCA_020085045.1,,,GCA_030787095.1
Neofusicoccum parvum 0,GCA_020912385.1,GCA_009829455.1,GCA_031967955.1,GCA_047728075.1,GCA_038380875.1,GCA_005382415.1,GCA_000260495.2,GCA_031841495.1,GCA_002933675.1
Neofusicoccum parvum 1,GCA_009829455.1,GCA_009829495.1,GCA_009830905.1,GCA_047844905.1,GCA_030028495.1,GCA_029590635.1,GCA_009664425.1,GCA_018855915.1,GCA_003546765.1
Neofusicoccum parvum 2,GCA_009829495.1,GCA_023081405.1,GCA_029906385.1,GCA_047728675.1,GCA_018992335.1,GCA_037672785.1,GCA_043176115.1,GCA_000835765.1,GCA_018292905.1
