,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Aspergillus oryzae 3,GCA_004353305.1,GCA_008032055.1,GCA_004769165.1,GCA_015585975.1,GCA_029606225.1,GCA_022830035.1,GCA_046253925.1,GCA_038089735.1,GCA_023333815.1
Aspergillus oryzae 4,GCA_008032055.1,GCA_008032255.1,GCA_047496425.1,GCA_911174995.1,GCA_022814505.1,GCA_018296065.1,GCA_003016005.1,GCA_900014965.1,GCA_001712715.2
Aspergillus oryzae 5,GCA_008032255.1,GCA_009684795.1,GCA_013145865.1,GCA_911197175.1,GCA_000227055.2,GCA_046867115.1,GCA_030566045.1,GCA_045933385.1,GCA_001078535.1
Aspergillus oryzae 6,GCA_009684795.1,GCA_009684815.1,GCA_000230395.2,GCA_022813165.1,GCA_037040795.1,GCA_003614865.1,GCA_026013035.2,GCA_015679695.1,GCA_011316315.1
Aspergillus oryzae 7,GCA_009684815.1,GCA_009684835.1,GCA_020500775.1,GCA_023624355.1,GCA_023626055.1,GCA_022832145.1,GCA_046866195.1,GCA_038093035.1,GCA_009733145.1
Aspergillus oryzae 8,GCA_009684835.1,GCA_009684855.1,GCA_020503455.1,GCA_023624315.1,GCA_030061015.1,GCA_000150245.1,GCA_047841565.1,GCA_027577255.1,GCA_027475705.1
Aspergillus oryzae 9,GCA_009684855.1,GCA_009684875.1,GCA_023091205.1,GCA_029142755.1,GCA_023625955.1,GCA_001858085.1,GCA_029618685.1,GCA_019191065.1,GCA_030267725.1
Rhodotorula mucilaginosa 0,GCA_034406715.1,GCA_000931965.1,GCA_015501985.1,GCA_041531625.1,,GCA_900010545.1,GCA_002287475.2,GCA_003689055.1,GCA_023334085.1
Rhodotorula mucilaginosa 1,GCA_000931965.1,GCA_002250355.1,GCA_016808315.1,GCA_016617785.1,,GCA_003665825.1,GCA_029717545.1,GCA_002233935.2,GCA_001950935.1
Rhodotorula mucilaginosa 2,GCA_002250355.1,GCA_002806785.1,GCA_003234015.1,GCA_039545255.1,,GCA_000166175.1,GCA_020976605.1,GCA_025267645.1,GCA_038051115.1
Rhodotorula mucilaginosa 3,GCA_002806785.1,GCA_003055205.1,GCA_001600155.1,GCA_010758995.1,,GCA_002105055.1,GCA_019775365.1,GCA_000328965.1,
Rhodotorula mucilaginosa 4,GCA_003055205.1,GCA_004143675.1,GCA_035220585.1,GCA_039545255.1,,GCA_900014965.1,GCA_019970125.1,GCA_041683195.1,GCA_023611945.1
Rhodotorula mucilaginosa 5,GCA_004143675.1,GCA_012922695.1,GCA_023078535.2,GCA_029873605.1,,GCA_900102585.1,GCA_002222385.1,GCA_003611175.1,GCA_042082825.1
Rhodotorula mucilaginosa 6,GCA_012922695.1,GCA_012922725.1,GCA_001914285.1,GCA_022817875.1,,GCA_900015455.1,GCA_041722075.1,GCA_030574955.1,GCA_001712715.2
Rhodotorula mucilaginosa 7,GCA_012922725.1,GCA_012922765.1,GCA_920103745.3,GCA_029299915.1,,,GCA_012922615.1,GCA_018440645.1,GCA_001955675.1
Rhodotorula mucilaginosa 8,GCA_012922765.1,GCA_012922805.1,GCA_000258745.1,GCA_046118745.1,,GCA_000166175.1,GCA_041722495.1,GCA_024372665.1,GCA_001933325.1
Rhodotorula mucilaginosa 9,GCA_012922805.1,GCA_012922825.1,GCA_920103745.3,GCA_039545255.1,,GCA_900009975.1,GCA_041722795.1,GCA_030568675.1,GCA_023334365.1
Candida albicans 0,GCA_002259805.1,GCA_002259865.1,GCA_025767715.1,GCA_008062615.2,GCA_046251155.1,GCA_030559035.1,GCA_009805645.1,GCA_000827395.1,
Candida albicans 1,GCA_002259865.1,GCA_002259875.1,GCA_049307205.1,GCA_030570035.1,GCA_014905795.1,GCA_030168465.1,GCA_918221835.1,GCA_001179765.1,GCA_001712635.2
Candida albicans 2,GCA_002259875.1,GCA_002259885.1,GCA_000647575.1,GCA_001657455.1,GCA_046253445.1,GCA_003705535.2,GCA_043255485.1,GCA_019096195.1,GCA_000338815.2
Candida albicans 3,GCA_002259885.1,GCA_002276455.1,GCA_000315875.1,GCA_046867655.1,GCA_002370475.1,GCA_001950575.1,GCA_003690925.1,GCA_905071725.1,GCA_003724065.1
Candida albicans 4,GCA_002276455.1,GCA_002835845.1,GCA_003706475.3,GCA_032927745.1,GCA_014638955.1,GCA_003707315.2,GCA_030778325.1,GCA_038093215.1,GCA_947650345.1
Candida albicans 5,GCA_002835845.1,GCA_002837675.1,GCA_037041095.1,GCA_046133645.1,GCA_032599105.1,GCA_030560905.1,GCA_029607795.1,GCA_002092935.1,GCA_001078535.1
Candida albicans 6,GCA_002837675.1,GCA_003454735.1,GCA_025767665.1,GCA_031081795.1,GCA_030568875.1,GCA_002166775.1,GCA_000766305.2,GCA_027248965.1,GCA_026184515.1
Candida albicans 7,GCA_003454735.1,GCA_004026255.1,GCA_017655625.1,GCA_037040155.1,GCA_046250715.1,GCA_030573095.1,GCA_048571495.1,GCA_039545335.1,GCA_009835175.1
Candida albicans 8,GCA_004026255.1,GCA_005890685.1,GCA_003327735.1,GCA_003706995.3,GCA_939531315.1,GCA_030579555.1,GCA_949129715.1,GCA_013387255.1,GCA_003666305.1
Candida albicans 9,GCA_005890685.1,GCA_005890695.1,GCA_032356445.1,GCA_000209165.1,GCA_003708615.1,GCA_030561965.1,GCA_011035965.1,GCA_000190615.1,GCA_012656075.1
Aspergillus niger 0,GCA_000002855.2,GCA_001515345.1,GCA_022814525.1,GCA_014839975.1,GCA_023626375.1,GCA_038362965.1,GCA_003123035.1,GCA_011763715.1,GCA_030279015.1
Aspergillus niger 1,GCA_001515345.1,GCA_001715265.1,GCA_039267915.1,GCA_015586365.1,GCA_031010415.1,GCA_022830305.1,GCA_964255715.1,GCA_045932105.1,GCA_030279085.1
Aspergillus niger 2,GCA_001715265.1,GCA_001741885.1,GCA_024668685.1,GCA_047426335.1,GCA_042258045.1,GCA_010883425.1,GCA_032694685.1,,GCA_026401375.1
Aspergillus niger 3,GCA_001741885.1,GCA_001741905.1,GCA_016860405.1,GCA_023624335.1,GCA_027569545.1,GCA_022830995.1,GCA_029703415.1,GCA_000597625.1,GCA_023333825.1
Aspergillus niger 4,GCA_001741905.1,GCA_001741915.1,GCA_024676985.1,GCA_005250745.2,GCA_030060715.1,GCA_000150115.1,,GCA_036244875.1,GCA_009732985.1
Aspergillus niger 5,GCA_001741915.1,GCA_001931795.1,GCA_012897275.1,GCA_911174965.1,GCA_023625975.1,GCA_000365145.2,GCA_046129585.1,GCA_038093375.1,GCA_000340395.2
Aspergillus niger 6,GCA_001931795.1,GCA_002211485.2,GCA_020499045.1,GCA_011058885.1,GCA_004299765.1,GCA_001651435.1,,GCA_003057275.1,GCA_033557915.1
Aspergillus niger 7,GCA_002211485.2,GCA_002740505.1,GCA_009687725.1,GCA_028828745.1,GCA_030060995.1,GCA_035930125.1,GCA_043175355.1,GCA_041722435.1,
Aspergillus niger 8,GCA_002740505.1,GCA_004634315.1,GCA_001890745.1,GCA_022813135.1,GCA_049306585.1,GCA_023184605.1,GCA_029299015.1,GCA_002104985.1,GCA_035080265.1
Aspergillus niger 9,GCA_004634315.1,GCA_009812365.1,GCA_009684835.1,GCA_019977855.1,GCA_000315935.1,GCA_016110005.1,GCA_019924135.1,GCA_038090735.1,
Scheffersomyces spartinae 0,GCA_019049425.1,GCA_030556735.1,GCA_030572575.1,GCA_037074785.1,GCA_002926085.1,GCA_900186115.1,GCA_022813825.1,GCA_002995375.1,GCA_001712715.2
Scheffersomyces spartinae 1,GCA_030556735.1,GCA_044705675.1,GCA_030571865.1,GCA_006942305.1,GCA_003675595.1,GCA_019207375.1,GCA_047301735.1,GCA_000827395.1,
Scheffersomyces spartinae 2,GCA_044705675.1,GCA_046129185.1,GCA_018489445.1,GCA_032714875.1,GCA_035582645.1,GCA_030062975.1,GCA_017869405.1,GCA_001645055.2,GCA_023338205.1
Scheffersomyces spartinae 3,GCA_046129185.1,GCA_046129205.1,GCA_000209165.1,GCA_003708585.1,GCA_047371805.1,GCA_023014815.1,GCA_043254595.1,GCA_025526935.1,GCA_044509515.1
Scheffersomyces spartinae 4,GCA_046129205.1,GCA_046129225.1,GCA_030570375.1,GCA_015708715.1,GCA_027563765.1,,GCA_964257665.1,GCA_004324935.1,GCA_002073175.1
Scheffersomyces spartinae 5,GCA_046129225.1,GCA_046129385.1,GCA_002118155.1,GCA_000775455.1,GCA_030583085.1,GCA_023013135.1,GCA_037074415.1,GCA_000499585.1,GCA_023336165.1
Scheffersomyces spartinae 6,GCA_046129385.1,GCA_046129405.1,GCA_030674765.1,GCA_030573215.1,GCA_023627815.1,GCA_030572475.1,GCA_019059555.1,GCA_963926505.1,GCA_001278165.1
Scheffersomyces spartinae 7,GCA_046129405.1,GCA_046129425.1,GCA_030571865.1,GCA_025766515.1,GCA_902703515.1,GCA_023011145.1,,GCA_003268435.1,GCA_038051025.1
Scheffersomyces spartinae 8,GCA_046129425.1,GCA_046129445.1,GCA_018489445.1,GCA_030558045.1,GCA_030573355.1,GCA_020536065.1,GCA_047844645.1,GCA_005281665.1,GCA_024679175.1
Scheffersomyces spartinae 9,GCA_046129445.1,GCA_046129455.1,GCA_030575095.1,GCA_002911495.2,GCA_019968925.1,GCA_023011425.1,GCA_032355295.1,GCA_036937015.1,GCA_001933325.1
Lachancea thermotolerans 0,GCA_016630865.1,GCA_016630965.1,GCA_900074765.1,GCA_020313075.2,,GCA_030557365.1,GCA_033444525.1,GCA_041956525.1,GCA_038051115.1
Lachancea thermotolerans 1,GCA_016630965.1,GCA_027604975.1,GCA_030557885.1,GCA_017870815.1,,GCA_030569715.1,GCA_900654225.1,GCA_020975565.1,GCA_023334155.1
Lachancea thermotolerans 2,GCA_027604975.1,GCA_027744735.1,GCA_030564185.1,GCA_003705805.3,,GCA_937898345.1,GCA_003015635.1,GCA_025558075.1,GCA_023336255.1
Lachancea thermotolerans 3,GCA_027744735.1,GCA_030564345.1,GCA_900074725.1,GCA_947343895.1,,GCA_003705375.1,GCA_023137795.1,GCA_001602335.1,GCA_002286825.1
Lachancea thermotolerans 4,GCA_030564345.1,GCA_047495675.1,GCA_947297695.1,GCA_003273415.1,,GCA_040113365.1,GCA_046133345.1,GCA_040805515.1,GCA_900000015.1
Lachancea thermotolerans 5,GCA_047495675.1,GCA_048412455.1,GCA_900074745.1,GCA_009665685.1,,GCA_001747055.1,GCA_937857515.1,GCA_913546405.1,GCA_000326065.1
Lachancea thermotolerans 6,GCA_048412455.1,GCA_048412475.1,GCA_030562185.1,GCA_947345165.1,,GCA_030462915.1,GCA_047840065.1,GCA_000320605.2,GCA_000247585.2
Lachancea thermotolerans 7,GCA_048412475.1,GCA_048412495.1,GCA_030579295.1,GCA_029303885.1,,GCA_030571115.1,GCA_013623595.1,GCA_046056105.1,GCA_023336135.1
Lachancea thermotolerans 8,GCA_048412495.1,GCA_048412515.1,GCA_030580015.1,GCA_000182315.2,,GCA_030585085.1,GCA_009686825.1,GCA_000338035.1,GCA_000151545.2
Lachancea thermotolerans 9,GCA_048412515.1,GCA_048412535.1,GCA_900074715.1,GCA_029990395.1,,GCA_003706765.3,GCA_020500295.1,GCA_033735435.1,GCA_001306775.1
Cryphonectria parasitica 0,GCA_009806305.1,GCA_014849195.1,GCA_014849355.1,GCA_001513825.2,GCA_016859255.1,GCA_043176255.1,GCA_042931535.1,GCA_000827315.1,GCA_038050865.1
Cryphonectria parasitica 1,GCA_014849195.1,GCA_014849235.1,GCA_004802565.1,GCA_022086465.1,GCA_003012965.1,GCA_009804825.1,GCA_020500105.1,GCA_016097945.1,GCA_004137975.1
Cryphonectria parasitica 2,GCA_014849235.1,GCA_014849245.1,GCA_014850315.1,GCA_001282315.2,GCA_040209125.1,GCA_022813395.1,GCA_003276205.1,,GCA_023337775.1
Cryphonectria parasitica 3,GCA_014849245.1,GCA_014849285.1,GCA_014850315.1,GCA_021117315.1,GCA_039880775.1,GCA_036250225.1,GCA_035040045.1,GCA_038093335.1,GCA_023337535.1
Cryphonectria parasitica 4,GCA_014849285.1,GCA_014849295.1,GCA_014849795.1,GCA_021117315.1,GCA_000220195.1,GCA_027886205.1,GCA_031125685.1,GCA_014825765.1,GCA_023333845.1
Cryphonectria parasitica 5,GCA_014849295.1,GCA_014849305.1,GCA_014849355.1,GCA_001513825.2,GCA_040209125.1,GCA_009801335.1,,GCA_019303655.1,GCA_002081965.1
Cryphonectria parasitica 6,GCA_014849305.1,GCA_014849345.1,GCA_003264845.1,GCA_015678955.1,GCA_044757325.1,GCA_011035875.1,GCA_028827145.1,GCA_027575625.1,GCA_002245735.1
Cryphonectria parasitica 7,GCA_014849345.1,GCA_014849385.1,GCA_014850475.1,GCA_030710355.1,GCA_000818155.1,GCA_033296875.1,GCA_022570785.1,GCA_958449935.1,GCA_018691715.1
Cryphonectria parasitica 8,GCA_014849385.1,GCA_014849395.1,GCA_014850315.1,GCA_001513825.2,GCA_040209025.1,GCA_009803365.1,GCA_011058865.1,GCA_000342525.1,GCA_002081595.1
Cryphonectria parasitica 9,GCA_014849395.1,GCA_014849415.1,GCA_014849695.1,GCA_022086465.1,GCA_016859255.1,GCA_025216325.1,GCA_963674455.1,GCA_029874165.1,GCA_038050905.1
Alternaria alternata 0,GCA_001443195.1,GCA_001572055.1,GCA_036363465.1,GCA_008086785.1,GCA_026119515.1,GCA_002111425.1,GCA_001483345.1,GCA_902501105.1,GCA_044231605.1
Alternaria alternata 1,GCA_001572055.1,GCA_001642055.1,GCA_000174375.1,GCA_008086845.1,GCA_002975505.1,GCA_023079605.1,GCA_000365125.1,GCA_019904355.1,GCA_023334015.1
Alternaria alternata 2,GCA_001642055.1,GCA_001696825.1,GCA_020736785.1,GCA_025536695.1,GCA_024500185.1,GCA_047728795.1,GCA_009802105.1,GCA_024271935.1,GCA_001950875.1
Alternaria alternata 3,GCA_001696825.1,GCA_004154755.1,GCA_004154835.1,GCA_000817285.1,GCA_020575995.1,GCA_024761015.1,,GCA_015179015.1,GCA_023338175.1
Alternaria alternata 4,GCA_004154755.1,GCA_004634295.1,GCA_020736785.1,GCA_022788435.1,GCA_004335185.1,GCA_047665085.1,GCA_015148935.1,GCA_027575525.1,GCA_001600475.1
Alternaria alternata 5,GCA_004634295.1,GCA_009650635.1,GCA_013282825.1,GCA_025541515.1,GCA_010015745.1,GCA_023082105.1,GCA_014824405.1,GCA_030039255.1,GCA_023337965.1
Alternaria alternata 6,GCA_009650635.1,GCA_009932595.1,GCA_019702505.1,GCA_013416765.1,GCA_020575445.1,GCA_023087425.1,GCA_030463055.1,GCA_019623665.1,GCA_011320135.1
Alternaria alternata 7,GCA_009932595.1,GCA_011420255.1,GCA_022609215.1,GCA_024221855.1,GCA_020569945.1,GCA_033955075.1,GCA_025380265.1,GCA_011764225.1,GCA_030279065.1
Alternaria alternata 8,GCA_011420255.1,GCA_011420445.1,GCA_021613345.1,GCA_025544455.1,GCA_003503195.1,GCA_047666675.1,GCA_030789085.1,GCA_015501055.1,
Alternaria alternata 9,GCA_011420445.1,GCA_011420565.1,GCA_040583965.1,GCA_003231415.2,,GCA_047729335.1,GCA_030781405.1,GCA_001706825.1,GCA_033558005.1
Venturia inaequalis 1,GCA_001857725.1,GCA_002148275.1,GCA_003690965.1,GCA_023078705.1,GCA_004026245.1,GCA_047728935.1,GCA_004380935.1,GCA_027596075.1,GCA_002933675.1
Venturia inaequalis 2,GCA_002148275.1,GCA_002148295.1,GCA_004522655.2,GCA_023078705.1,GCA_010583015.1,GCA_003503105.1,GCA_013186395.1,GCA_004324945.1,GCA_003413675.1
Venturia inaequalis 3,GCA_002148295.1,GCA_002148305.1,GCA_004522655.2,GCA_023078705.1,GCA_010583015.1,GCA_030028475.1,,GCA_008065305.1,GCA_003676415.1
Venturia inaequalis 4,GCA_002148305.1,,GCA_003689065.1,GCA_023078705.1,GCA_937867525.1,GCA_018153875.1,GCA_025433545.1,GCA_019969295.1,
Venturia inaequalis 7,GCA_003689055.1,GCA_003689075.1,GCA_004522665.1,GCA_023078705.1,GCA_000836295.1,GCA_024043135.1,GCA_026284195.1,GCA_003313055.1,GCA_001306775.1
Venturia inaequalis 8,GCA_003689075.1,,GCA_013176395.1,GCA_023078705.1,GCA_004026245.1,GCA_964300315.1,GCA_000222915.1,GCA_041722515.1,GCA_001950935.1
Clavispora lusitaniae 0,GCA_001673695.2,GCA_003675435.1,GCA_003707795.2,GCA_002374675.1,,GCA_019207375.1,GCA_021188095.1,GCA_033735335.1,GCA_023336345.1
Clavispora lusitaniae 1,GCA_003675435.1,GCA_003675455.1,GCA_030557995.1,GCA_019039355.1,GCA_046132785.1,GCA_023012865.1,GCA_024341135.1,GCA_038091575.1,GCA_000313105.1
Clavispora lusitaniae 2,GCA_003675455.1,GCA_003675475.1,GCA_030674715.1,GCA_046251485.1,GCA_030562865.1,,GCA_023646045.1,GCA_025024165.1,GCA_022496125.1
Clavispora lusitaniae 3,GCA_003675475.1,GCA_003675495.1,GCA_003707795.2,GCA_030569475.1,GCA_015708715.1,GCA_000259595.1,GCA_014705485.1,GCA_000342525.1,GCA_009732905.1
Clavispora lusitaniae 4,GCA_003675495.1,GCA_003675505.1,GCA_003707795.2,GCA_012184655.1,,GCA_003705365.1,GCA_000734875.3,GCA_021901695.1,GCA_019155715.1
Clavispora lusitaniae 5,GCA_003675505.1,GCA_003675535.1,GCA_022577645.1,GCA_047655325.1,GCA_003706505.3,GCA_030570435.1,GCA_047841365.1,GCA_038093835.1,GCA_001573145.1
Clavispora lusitaniae 6,GCA_003675535.1,GCA_003675555.2,GCA_022577575.1,GCA_046252225.1,GCA_031081845.1,GCA_023013725.1,GCA_964255065.1,,GCA_001573145.1
Clavispora lusitaniae 7,GCA_003675555.2,GCA_003675575.1,GCA_003707795.2,GCA_019039575.1,GCA_032356605.1,GCA_937873335.1,GCA_000227055.2,GCA_033819885.1,GCA_037965455.1
Clavispora lusitaniae 8,GCA_003675575.1,GCA_003675595.1,GCA_030674715.1,GCA_047372275.1,GCA_017309835.1,GCA_003707315.2,GCA_003274825.1,GCA_015679595.1,GCA_947650285.1
Clavispora lusitaniae 9,GCA_003675595.1,GCA_003675615.1,GCA_030574075.1,GCA_002374695.1,GCA_001599235.1,GCA_021233995.1,GCA_033439665.1,GCA_001600855.1,GCA_020800225.1
Beauveria pseudobassiana 0,GCA_022985055.1,GCA_003267905.1,GCA_030789485.1,GCA_030783045.1,GCA_048164945.1,GCA_003426265.1,GCA_046253205.1,GCA_038092315.1,GCA_023334415.1
Beauveria pseudobassiana 1,GCA_003267905.1,GCA_030406945.1,GCA_030779125.1,GCA_030781505.1,GCA_022288595.1,GCA_025473275.1,GCA_001669965.1,GCA_041442975.1,GCA_003843895.1
Beauveria pseudobassiana 2,GCA_030406945.1,GCA_030411475.1,GCA_030786985.1,GCA_030780125.1,GCA_032173435.1,GCA_002003505.1,GCA_002271945.1,GCA_022264835.1,GCA_001314355.1
Beauveria pseudobassiana 3,GCA_030411475.1,GCA_030411555.1,GCA_022684685.1,GCA_002968875.1,GCA_040113965.1,GCA_002871045.1,GCA_039700735.1,GCA_012922685.1,GCA_038050905.1
Beauveria pseudobassiana 4,GCA_030411555.1,GCA_030411595.1,GCA_030783545.1,GCA_019805375.1,GCA_900029915.1,GCA_045682785.1,GCA_902712235.3,GCA_958301775.1,GCA_002197585.2
Beauveria pseudobassiana 5,GCA_030411595.1,GCA_030411615.1,GCA_001684215.1,GCA_030782525.1,GCA_014324445.1,GCA_014705545.1,GCA_023015005.1,GCA_023630435.1,GCA_009733025.1
Beauveria pseudobassiana 6,GCA_030411615.1,GCA_030411655.1,GCA_030779055.1,GCA_030789605.1,GCA_003947045.1,GCA_018440605.1,GCA_040208345.1,GCA_019970725.1,GCA_019828595.1
Beauveria pseudobassiana 7,GCA_030411655.1,GCA_030770595.1,GCA_030786965.1,GCA_003056585.1,GCA_029290815.1,GCA_021209715.1,GCA_024220415.1,GCA_900177165.1,GCA_003704535.1
Beauveria pseudobassiana 8,GCA_030770595.1,GCA_030770635.1,GCA_003337105.1,GCA_001636815.1,GCA_020744335.1,GCA_003122705.1,GCA_947344355.1,GCA_016617945.1,GCA_021527745.1
Beauveria pseudobassiana 9,GCA_030770635.1,GCA_030771955.1,GCA_046866755.1,GCA_030783805.1,GCA_025919635.1,GCA_027406345.1,GCA_038497545.1,GCA_022884055.1,GCA_023337905.1
Penicillium chrysogenum 0,GCA_000710275.1,GCA_000801355.1,GCA_911175225.1,GCA_009687645.1,GCA_037356135.1,GCA_001651985.1,GCA_017949655.1,GCA_003314545.1,GCA_001483015.1
Penicillium chrysogenum 1,GCA_000801355.1,GCA_002080375.1,GCA_028828465.1,GCA_029618225.1,GCA_015266405.1,GCA_964255365.1,GCA_004786265.1,GCA_002992925.1,GCA_027475725.1
Penicillium chrysogenum 2,GCA_002080375.1,GCA_015585735.1,GCA_023626555.1,GCA_034767895.1,GCA_041956655.1,GCA_043229235.1,GCA_013179955.1,GCA_001600595.1,GCA_002081965.1
Penicillium chrysogenum 3,GCA_015585735.1,GCA_015585855.1,GCA_040250155.1,GCA_000225625.2,GCA_030061575.1,GCA_910591905.1,GCA_964256155.1,GCA_002221985.1,GCA_023333775.1
Penicillium chrysogenum 4,GCA_015585855.1,GCA_015585875.1,GCA_023138675.1,GCA_010614855.1,GCA_023625955.1,GCA_000590965.1,GCA_002259805.1,GCA_026928455.1,GCA_003546605.1
Penicillium chrysogenum 5,GCA_015585875.1,GCA_015585955.1,GCA_025585095.1,GCA_002930435.1,GCA_011320185.1,GCA_046867135.1,GCA_964254895.1,GCA_015679585.1,GCA_023336235.1
Penicillium chrysogenum 6,GCA_015585955.1,GCA_015585965.1,GCA_027569435.1,GCA_041684285.1,GCA_030061585.1,GCA_000151035.1,GCA_020464265.1,GCA_002995215.1,GCA_000333075.3
Penicillium chrysogenum 7,GCA_015585965.1,GCA_015586015.1,GCA_014839625.1,GCA_042608695.1,GCA_022814505.1,GCA_024244165.1,GCA_023087145.1,GCA_024613145.1,GCA_023333795.1
Penicillium chrysogenum 8,GCA_015586015.1,GCA_015586055.1,GCA_016767815.1,GCA_027924065.1,GCA_006111635.1,GCA_010883305.1,GCA_003571375.1,GCA_013036505.1,GCA_011947335.1
Penicillium chrysogenum 9,GCA_015586055.1,GCA_015586075.1,GCA_025502625.1,GCA_024675385.1,GCA_023623875.1,GCA_001430945.1,GCA_009299175.1,GCA_040372285.1,GCA_016864795.1
Psilocybe subaeruginosa 0,GCA_040804775.1,GCA_027604765.1,GCA_033735485.1,GCA_027627235.1,GCA_021029105.1,GCA_002994855.1,GCA_041430435.1,GCA_046253635.1,GCA_003546605.1
Psilocybe subaeruginosa 1,GCA_027604765.1,GCA_027604795.1,GCA_033735095.1,GCA_016801325.1,GCA_043251805.1,GCA_022606095.1,GCA_002222115.1,GCA_040571375.1,GCA_038050715.1
Psilocybe subaeruginosa 2,GCA_027604795.1,GCA_027604815.1,GCA_002938375.1,GCA_964017115.1,GCA_042239125.1,GCA_022884055.1,GCA_031841915.1,GCA_026120015.1,GCA_020976625.1
Psilocybe subaeruginosa 3,GCA_027604815.1,GCA_027604835.1,GCA_033735335.1,GCA_028532985.1,GCA_015584085.1,GCA_029959195.1,GCA_022702645.1,GCA_031125555.1,GCA_000520075.1
Psilocybe subaeruginosa 4,GCA_027604835.1,GCA_027604855.1,GCA_023853805.1,GCA_023014335.1,GCA_018850275.1,GCA_038091885.1,GCA_928865425.1,GCA_022813765.1,GCA_004137885.1
Psilocybe subaeruginosa 5,GCA_027604855.1,GCA_027604875.1,GCA_033735115.1,GCA_044706915.1,GCA_014462675.1,GCA_024712875.1,GCA_001600255.1,GCA_030570415.1,GCA_000151545.2
Psilocybe subaeruginosa 6,GCA_027604875.1,GCA_040670015.1,GCA_033735215.1,GCA_028532985.1,GCA_029959215.1,GCA_003314055.1,GCA_014825565.1,GCA_003707995.1,GCA_000333075.3
Psilocybe subaeruginosa 7,GCA_040670015.1,GCA_040762785.1,GCA_033734175.1,GCA_015484465.1,GCA_030407095.1,GCA_003316375.1,GCA_022506015.1,,GCA_038050585.1
Psilocybe subaeruginosa 8,GCA_040762785.1,GCA_040762825.1,GCA_033734205.1,GCA_964017115.1,GCA_019143385.1,GCA_038092075.1,GCA_001752585.1,GCA_002162575.1,GCA_038051025.1
Psilocybe subaeruginosa 9,GCA_040762825.1,GCA_040762855.1,GCA_033734975.1,GCA_014925825.1,GCA_012064365.1,GCA_041722095.1,GCA_021901695.1,GCA_047716415.1,GCA_000520115.1
Ophidiomyces ophidiicola 0,GCA_002167195.1,GCA_022829765.1,,GCA_000150585.1,GCA_046865195.1,GCA_037074905.1,GCA_020736535.1,GCA_048471615.1,GCA_000500225.2
Ophidiomyces ophidiicola 1,GCA_022829765.1,GCA_022829795.1,,GCA_000149895.1,GCA_000150475.2,GCA_020500905.1,GCA_046253185.1,GCA_000697035.1,GCA_000336535.2
Ophidiomyces ophidiicola 2,GCA_022829795.1,GCA_022829825.1,,GCA_000151335.1,GCA_021853495.1,GCA_023619615.1,GCA_000269885.1,GCA_900177175.1,GCA_001933465.1
Ophidiomyces ophidiicola 3,GCA_022829825.1,GCA_022829835.1,,GCA_000150215.1,GCA_000616905.1,GCA_023623995.1,GCA_964256665.1,GCA_038092315.1,GCA_001933405.1
Ophidiomyces ophidiicola 4,GCA_022829835.1,GCA_022829885.1,,GCA_000149335.2,GCA_012182645.1,GCA_023619555.1,GCA_046865825.1,GCA_011764025.1,GCA_038051115.1
Ophidiomyces ophidiicola 5,GCA_022829885.1,GCA_022829915.1,,GCA_000150245.1,GCA_046864835.1,GCA_911175155.1,GCA_002259885.1,GCA_024184655.1,GCA_009733065.1
Ophidiomyces ophidiicola 6,GCA_022829915.1,GCA_022829945.1,,GCA_000003515.2,GCA_039700045.1,GCA_023626615.1,GCA_002374615.1,GCA_004026415.1,GCA_001933485.1
Ophidiomyces ophidiicola 7,GCA_022829945.1,GCA_022829975.1,,GCA_001430935.1,GCA_030015455.1,GCA_043882485.1,GCA_015353015.1,GCA_030347605.1,GCA_002215365.1
Ophidiomyces ophidiicola 8,GCA_022829975.1,GCA_022829995.1,,GCA_018416015.2,GCA_026259285.1,GCA_027569435.1,GCA_047667795.1,,GCA_023334075.1
Ophidiomyces ophidiicola 9,GCA_022829995.1,GCA_022830035.1,,GCA_014839905.1,GCA_032988465.1,GCA_024678645.1,GCA_024732265.1,GCA_018851305.1,GCA_023337615.1
Aureobasidium pullulans 1,GCA_003336255.1,GCA_003574545.1,GCA_024244255.1,,GCA_046127395.1,GCA_001879705.1,GCA_003206785.1,GCA_041721895.1,GCA_023334995.1
Aureobasidium pullulans 2,GCA_003574545.1,GCA_004917105.1,GCA_024195585.1,,GCA_964106605.1,GCA_000223785.2,GCA_030578915.1,GCA_003314125.1,GCA_001600495.1
Aureobasidium pullulans 3,GCA_004917105.1,GCA_004917115.1,GCA_003992365.1,,GCA_046127395.1,GCA_020570525.1,GCA_027569585.1,GCA_038091195.1,GCA_035080265.1
Aureobasidium pullulans 4,GCA_004917115.1,GCA_004917135.1,GCA_022814665.1,,GCA_964106605.1,GCA_010015565.1,GCA_001990825.1,GCA_025502725.1,GCA_001950855.1
Aureobasidium pullulans 5,GCA_004917135.1,GCA_004917145.1,GCA_019924615.1,,GCA_009982845.1,GCA_003690275.1,GCA_000773925.1,GCA_900162835.1,GCA_023336255.1
Aureobasidium pullulans 6,GCA_004917145.1,GCA_004917155.1,GCA_019924725.1,,GCA_964106605.1,GCA_047665365.1,GCA_001643655.1,GCA_029783445.1,GCA_023334315.1
